Id,Sales
1,4192.99778458582
24825,4513.17636527301
5993,3620.72591440316
37665,4895.81267507359
18833,3709.57336149347
12841,5109.73618136281
19689,3431.95014160838
857,4405.97383298499
15409,5152.94529200774
38521,5721.25209156432
13697,5230.78910197393
7705,3732.96312509021
39377,5385.91022151449
20545,3715.08008871145
1713,4729.55003199376
16265,4451.50540462628
33385,4471.71226664588
27393,4951.44673789751
2569,5101.39873939378
40233,4636.19072039535
21401,4369.12712711735
35953,4436.2324563615
34241,4214.03282762456
3425,4634.44863405031
22257,3901.16990406109
9417,3965.8117451584
30817,3623.14448448814
10273,4233.06909157532
35097,4377.36187223093
23113,4209.62143182133
4281,4218.89955500075
14553,5661.02404642147
8561,4075.55421223938
29961,3709.45658694004
25681,4866.55437671834
5137,3774.43146632349
23969,4355.10875201301
36809,4656.20521011457
17977,3666.83005042627
26537,5221.42237123542
11985,4692.05177625045
6849,3707.65943019461
17121,4046.13376943127
29105,3902.83744711001
32529,4112.99262163194
11129,4592.55395918531
31673,3662.82362920333
28249,4411.84487385192
23970,7512.59967737559
1714,8984.35755440645
24826,8011.23244568443
18834,5456.49877994362
38522,9764.75272920236
5994,5683.27673735163
35954,7484.49900095447
2,7225.64029835673
39378,4354.24889491774
4282,3814.51504651838
29106,5807.12552286694
8562,5878.93101233372
9418,3365.10463238926
25682,8765.91380630868
19690,5296.58074070585
34242,4013.87670418776
16266,4424.89338620264
22258,3586.50799626437
26538,9907.50726500541
20546,5119.93295365813
10274,4053.39254889917
30818,5633.64365173966
37666,8155.26197853142
33386,3885.16729777624
14554,11426.0055542572
858,7946.6066043254
21402,3650.12021109916
2570,9790.37937346037
11130,7429.88094290318
5138,5737.67986497662
40234,4199.89094022511
32530,6039.39352243971
36810,7927.56718422777
11986,7559.5221462469
15410,4171.09677112041
35098,7255.34306865057
29962,5437.37914074104
23114,7139.98986174826
17978,5524.13283518607
31674,5818.76365459678
28250,3803.13908551902
6850,5776.40985429686
13698,8788.50861963938
27394,3976.8470808309
7706,5908.14573135271
17122,6313.19777657331
12842,8268.61952672606
3426,3643.21849502189
4283,6177.30268489254
23971,10613.361955008
24827,10870.9930057078
1715,11147.2989622513
8563,9413.91264970911
5995,8142.17363601959
29107,10142.828998097
38523,14837.3448626168
34243,7234.922699977
22259,6583.92775442479
35955,10772.168038847
3,8971.41040491521
20547,9394.83418291517
39379,5464.74921745963
16267,7839.84627517605
26539,14569.9809528313
23115,10612.2282793831
18835,9072.01586314695
25683,12317.830151502
37667,12254.8220265734
859,9435.59434699517
17123,10689.7476594231
5139,8453.81143729592
19691,8980.15967400402
9419,3985.93546181251
7707,8817.22298498111
11987,9548.4144270089
10275,6283.36477225195
35099,11106.5791150992
33387,5067.97205636959
14555,15150.1194099777
21403,4872.14198144779
2571,12900.2354087163
11131,9317.33307025277
29963,9165.9217250726
15411,5249.89847994642
28251,6889.60048398734
32531,10920.0418829421
13699,12542.7805434778
36811,10819.7184341223
30819,9237.61613651242
40235,7350.56836871054
6851,8191.47287273553
12843,10628.8710430197
27395,5113.3051787324
17979,9355.32076182875
3427,4172.10751420347
31675,9802.94675533333
860,7088.41961858051
24828,6798.37458820586
5996,5793.54856267988
4284,3375.21898470523
26540,9095.83334841943
23972,7310.70013266231
1716,8060.16177065361
28252,3300.17772050117
4,7329.37666836448
23116,6097.01887623126
37668,7329.57940413474
16268,3799.10336419224
35956,7180.69409614463
11132,6444.68277051356
19692,4870.67827335358
5140,5243.92275229425
22260,3175.40449050665
32532,5770.85867737529
11988,7509.30425782596
